Name,Address,City,State,Zip Code,Country,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
Chipotle Mexican Grill,346 W Magnolia Ave   ,Auburn,Alabama,36832,US,32.60681297,-85.48732833,24509.0,23.7,27638.0,22390.0,9821.0,40.07099432861398
Chipotle Mexican Grill,300 20th St S   ,Birmingham,Alabama,35233,US,33.509721500000005,-86.80275567,1715.0,27.7,41500.0,29812.0,655.0,38.19241982507289
Chipotle Mexican Grill,3220 Morrow Rd    ,Birmingham,Alabama,35235,US,33.59558141,-86.64743685,20926.0,38.0,55609.0,25477.0,2829.0,13.519067189142694
Chipotle Mexican Grill,4719 Highway 280    ,Birmingham,Alabama,35242,US,33.42258215,-86.69827947,55122.0,40.9,91966.0,51709.0,3641.0,6.605348136860056
Chipotle Mexican Grill,1821 Cherokee Ave SW   ,Cullman,Alabama,35055,US,34.15413377,-86.84122008,20884.0,38.4,42252.0,23465.0,3202.0,15.332311817659452
Chipotle Mexican Grill,1759 Montgomery Hwy    ,Hoover,Alabama,35244,US,33.37895803,-86.8038021,31930.0,40.5,86971.0,44782.0,1737.0,5.440025054807391
Chipotle Mexican Grill,5900 University Dr NW Ste D2 ,Huntsville,Alabama,35806,US,34.74231925,-86.66572046,21888.0,36.6,68255.0,40270.0,2596.0,11.860380116959064
Chipotle Mexican Grill,3871 Airport Blvd    ,Mobile,Alabama,36608,US,30.67533781,-88.14375393,35591.0,35.3,49068.0,31222.0,5769.0,16.20915399960664
Chipotle Mexican Grill,7765 Airport Blvd D100   ,Mobile,Alabama,36608,US,30.68273058,-88.22499816,35591.0,35.3,49068.0,31222.0,5769.0,16.20915399960664
Chipotle Mexican Grill,2560 Berryhill Rd Ste C  ,Montgomery,Alabama,36117,US,32.35917688,-86.16225285,53841.0,35.2,62753.0,34749.0,6894.0,12.80436841812002
Chipotle Mexican Grill,2125 Interstate Dr    ,Opelika,Alabama,36801,US,32.61680875,-85.40447877,24840.0,37.4,40146.0,26209.0,5130.0,20.652173913043477
Chipotle Mexican Grill,2566 Cobbs Ford Rd   ,Prattville,Alabama,36066,US,32.459169,-86.391343,19097.0,36.7,62089.0,35089.0,2472.0,12.944441535319683
Chipotle Mexican Grill,1203 University Blvd    ,Tuscaloosa,Alabama,35401,US,33.21066867,-87.55362089,37194.0,22.5,25147.0,13798.0,11104.0,29.85427757165134
